text,title,note,category,amount,day_of_month,day_of_week,is_weekend
Purchase at Metro card monthly recharge today Paid via UPI for transport,Purchase at Metro card monthly recharge today,Paid via UPI for transport,transport,3136.09,23,1,0
Purchase at H&M summer collection with discount Personal spending on shopping,Purchase at H&M summer collection with discount,Personal spending on shopping,shopping,7651.75,20,5,1
Online Cafe Coffee Day latte with card Routine food item,Online Cafe Coffee Day latte with card,Routine food item,food,2239.91,12,3,0
Txn: Haldirams snacks & sweets with card Monthly food budget expense,Txn: Haldirams snacks & sweets with card,Monthly food budget expense,food,3454.72,20,2,0
Txn: Bedsheet and pillow covers urgent Monthly shopping budget expense,Txn: Bedsheet and pillow covers urgent,Monthly shopping budget expense,shopping,1334.01,26,1,0
Spent on Gardening plants and soil via GPay Monthly other budget expense,Spent on Gardening plants and soil via GPay,Monthly other budget expense,other,4053.84,2,5,1
Txn: Bowling & gaming arcade today,Txn: Bowling & gaming arcade today,,entertainment,903.12,26,6,1
Paid for Broadband WiFi internet bill Personal spending on other,Paid for Broadband WiFi internet bill,Personal spending on other,other,5556.68,6,6,1
Paid for Coffee beans purchase with card Paid via UPI for food,Paid for Coffee beans purchase with card,Paid via UPI for food,food,3145.37,19,4,0
Txn: Board game cafe bill for home Monthly entertainment budget expense,Txn: Board game cafe bill for home,Monthly entertainment budget expense,entertainment,843.41,11,1,0
Quick Flat maintenance charge at store Personal spending on rent,Quick Flat maintenance charge at store,Personal spending on rent,rent,20021.3,3,3,0
Quick Broadband WiFi internet bill via GPay,Quick Broadband WiFi internet bill via GPay,,other,1375.37,15,1,0
Spent on Skillshare creative subscription with discount Routine education item,Spent on Skillshare creative subscription with discount,Routine education item,education,18135.34,9,1,0
Amazon Prime annual membership Monthly entertainment budget expense,Amazon Prime annual membership,Monthly entertainment budget expense,entertainment,984.97,28,3,0
Spent on Legal notary & document stamps for home Routine other item,Spent on Legal notary & document stamps for home,Routine other item,other,1397.14,20,1,0
Txn: Car wash & detailing with card,Txn: Car wash & detailing with card,,transport,1882.05,16,6,1
Online Sunglasses purchase with discount Paid via UPI for shopping,Online Sunglasses purchase with discount,Paid via UPI for shopping,shopping,5313.41,24,6,1
Bill for IKEA home furniture today,Bill for IKEA home furniture today,,shopping,10598.62,5,4,0
Oatmeal and cereal pack,Oatmeal and cereal pack,,food,3470.5,2,3,0
Paid for Coding bootcamp installment with discount Monthly education budget expense,Paid for Coding bootcamp installment with discount,Monthly education budget expense,education,12633.98,18,6,1
Txn: Oatmeal and cereal pack via GPay Personal spending on food,Txn: Oatmeal and cereal pack via GPay,Personal spending on food,food,1331.41,21,0,0
Purchase at Breakfast at Saravana Bhavan via GPay,Purchase at Breakfast at Saravana Bhavan via GPay,,food,2497.17,24,4,0
Online Midnight food delivery via GPay Paid via UPI for food,Online Midnight food delivery via GPay,Paid via UPI for food,food,3074.79,6,6,1
Standup comedy show ticket with card Routine entertainment item,Standup comedy show ticket with card,Routine entertainment item,entertainment,1277.05,17,0,0
Purchase at Yoga class subscription at store Monthly health budget expense,Purchase at Yoga class subscription at store,Monthly health budget expense,health,6344.0,20,2,0
Groceries at Reliance Smart with card Paid via UPI for food,Groceries at Reliance Smart with card,Paid via UPI for food,food,1414.39,20,0,0
Spent on YouTube Premium family plan with card Personal spending on entertainment,Spent on YouTube Premium family plan with card,Personal spending on entertainment,entertainment,1769.68,5,2,0
Paid for Croma electronics cable & charger with discount,Paid for Croma electronics cable & charger with discount,,shopping,13377.89,28,5,1
Bill for IKEA home furniture for home,Bill for IKEA home furniture for home,,shopping,16203.62,22,3,0
Paid for Doctor consultation fee for home Paid via UPI for health,Paid for Doctor consultation fee for home,Paid via UPI for health,health,2892.77,17,4,0
Purchase at Co-living monthly rent with discount Monthly rent budget expense,Purchase at Co-living monthly rent with discount,Monthly rent budget expense,rent,29838.05,7,3,0
Quick House rent payment via UPI via GPay Monthly rent budget expense,Quick House rent payment via UPI via GPay,Monthly rent budget expense,rent,16534.91,4,1,0
Spent on Blood test and full body checkup with discount Personal spending on health,Spent on Blood test and full body checkup with discount,Personal spending on health,health,1373.88,17,5,1
Quick Nature's Basket gourmet items via GPay Paid via UPI for food,Quick Nature's Basket gourmet items via GPay,Paid via UPI for food,food,1721.8,15,5,1
Txn: Nature's Basket gourmet items with card Personal spending on food,Txn: Nature's Basket gourmet items with card,Personal spending on food,food,194.48,27,4,0
Bill for Board game cafe bill for home,Bill for Board game cafe bill for home,,entertainment,1560.7,27,4,0
Purchase at ATM cash withdrawal unaccounted via GPay Routine other item,Purchase at ATM cash withdrawal unaccounted via GPay,Routine other item,other,5399.86,6,6,1
Online Eye checkup and new glasses for home Monthly health budget expense,Online Eye checkup and new glasses for home,Monthly health budget expense,health,7771.65,5,2,0
Spent on Protein powder supplement via GPay Routine health item,Spent on Protein powder supplement via GPay,Routine health item,health,5752.13,6,1,0
Txn: Rapido bike taxi with card Routine transport item,Txn: Rapido bike taxi with card,Routine transport item,transport,233.12,19,1,0
Bill for Home repair and plumbing via GPay Monthly other budget expense,Bill for Home repair and plumbing via GPay,Monthly other budget expense,other,1310.42,22,2,0
Bill for Amazon Prime annual membership with discount Personal spending on entertainment,Bill for Amazon Prime annual membership with discount,Personal spending on entertainment,entertainment,1711.17,18,2,0
Water tanker for society today Personal spending on rent,Water tanker for society today,Personal spending on rent,rent,42242.76,15,2,0
Bill for Uber cab ride to office urgent Routine transport item,Bill for Uber cab ride to office urgent,Routine transport item,transport,2158.9,25,4,0
Online Car wash & detailing for home Paid via UPI for transport,Online Car wash & detailing for home,Paid via UPI for transport,transport,3116.7,2,1,0
Society maintenance bill today Personal spending on rent,Society maintenance bill today,Personal spending on rent,rent,29700.88,15,2,0
Room rent for current month at store Personal spending on rent,Room rent for current month at store,Personal spending on rent,rent,28337.26,26,6,1
Medplus health supplements with card Paid via UPI for health,Medplus health supplements with card,Paid via UPI for health,health,4399.62,22,5,1
Quick Security deposit installment at store,Quick Security deposit installment at store,,rent,24618.61,20,4,0
Quick Groceries at Reliance Smart via GPay Paid via UPI for food,Quick Groceries at Reliance Smart via GPay,Paid via UPI for food,food,2539.96,12,3,0
Purchase at Netflix monthly subscription for home Paid via UPI for entertainment,Purchase at Netflix monthly subscription for home,Paid via UPI for entertainment,entertainment,1183.15,28,4,0
Online Flat maintenance charge today Routine rent item,Online Flat maintenance charge today,Routine rent item,rent,37147.42,6,6,1
Quick Online test series subscription via GPay,Quick Online test series subscription via GPay,,education,20969.87,3,1,0
Online Ajio discount clothes for home,Online Ajio discount clothes for home,,shopping,1563.64,25,3,0
Quick Monthly apartment rent urgent,Quick Monthly apartment rent urgent,,rent,21580.56,15,5,1
Spent on Bus pass monthly renewal today Paid via UPI for transport,Spent on Bus pass monthly renewal today,Paid via UPI for transport,transport,1338.11,2,6,1
Online Physiotherapy session with discount Monthly health budget expense,Online Physiotherapy session with discount,Monthly health budget expense,health,1951.26,5,2,0
Paid for Dermatologist skin treatment urgent Paid via UPI for health,Paid for Dermatologist skin treatment urgent,Paid via UPI for health,health,3453.82,23,5,1
Paid for Amazon online purchase urgent Monthly shopping budget expense,Paid for Amazon online purchase urgent,Monthly shopping budget expense,shopping,9077.68,20,5,1
Quick Audible audiobooks urgent Paid via UPI for entertainment,Quick Audible audiobooks urgent,Paid via UPI for entertainment,entertainment,1958.02,23,6,1
Room rent for current month urgent Monthly rent budget expense,Room rent for current month urgent,Monthly rent budget expense,rent,11513.89,5,2,0
Bill for LPG gas cylinder refill via GPay Routine other item,Bill for LPG gas cylinder refill via GPay,Routine other item,other,412.04,14,5,1
Purchase at Spotify premium music renewal urgent Monthly entertainment budget expense,Purchase at Spotify premium music renewal urgent,Monthly entertainment budget expense,entertainment,1682.44,17,1,0
Spent on Petrol pump fuel refill for home Routine transport item,Spent on Petrol pump fuel refill for home,Routine transport item,transport,3932.37,9,5,1
Bill for PVR cinemas IMAX tickets via GPay,Bill for PVR cinemas IMAX tickets via GPay,,entertainment,235.13,10,2,0
Bill for Legal notary & document stamps via GPay Personal spending on other,Bill for Legal notary & document stamps via GPay,Personal spending on other,other,704.27,17,1,0
Paid for Croma electronics cable & charger today Monthly shopping budget expense,Paid for Croma electronics cable & charger today,Monthly shopping budget expense,shopping,8504.65,4,6,1
Online Uber cab ride to office for home Routine transport item,Online Uber cab ride to office for home,Routine transport item,transport,1436.5,5,6,1
Bill for Tax filing CA consultancy fee via GPay Monthly other budget expense,Bill for Tax filing CA consultancy fee via GPay,Monthly other budget expense,other,4288.38,24,6,1
Spent on Flat maintenance charge via GPay Routine rent item,Spent on Flat maintenance charge via GPay,Routine rent item,rent,32521.89,5,1,0
Quick Metro card monthly recharge with card Paid via UPI for transport,Quick Metro card monthly recharge with card,Paid via UPI for transport,transport,395.92,25,3,0
Paid for Chai Point tea with biscuits,Paid for Chai Point tea with biscuits,,food,2800.53,19,0,0
